year;year_range;indicator_id;friendly_name;type_data;selection_type;deprivation_type;country;city;region;value;description
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Australia;Melbourne;;0,462;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Australia;Sydney;;0,434;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Belgium;Brussels ;;0,415;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Canada;Calgary;;0,218;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Canada;Montreal;;0,603;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Canada;Toronto;;0,593;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Denmark;Copenhagen ;;0,187;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Finland;Helsinki ;;0,689;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;France;Paris ;;0,451;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Greece;Athens ;;0,5;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Netherlands;Amsterdam ;;0,46;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Newzealand;Auckland ;;0,202;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Russia;Moscow;;;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Russia;Saint Petersburg ;;0,216;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Spain;Barcelona ;;0,312;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;United Kingdom;London;;0,588;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;United States of America;Los Angeles;;;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;United States of America;New York ;;0,413;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;United States of America;Phoenix;;;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;United States of America;Washington, D.C.;;;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Armenia;Yerevan ;;0,019;Table 2: Composite Street Connectivity Index 
2013;;intersection_density_index;Intersection density index;index;sub_urban;;Bangladesh;Dhaka;;;Table 2: Composite Street Connectivity Index 
