year;year_range;indicator_id;friendly_name;type_data;selection_type;deprivation_type;country;city;region;value;description
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;China;;;40,5;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Mongolia;;;66,7;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Bangladesh;;;84,7;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;India;;;48,2;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Nepal;;;67,3;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Pakistan;;;49,8;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Cambodia;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Indonesia;;;42,6;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Lao People's Democratic Republic;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Myanmar;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Philippines;;;50,8;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Thailand;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Viet Nam;;;54,6;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Iraq;;;16,9;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Jordan;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Lebanon;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Saudi Arabia;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Syrian Arab Republic;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Turkey;;;20,7;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Yemen;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Argentina;;;31,7;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Belize;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Bolivia;;;58,2;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Brazil;;;34,1;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Chile;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Colombia;;;26,8;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Costa Rica;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Dominican Republic;;;24,4;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Ecuador;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;El Salvador;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;French Guiana;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Grenada;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Guadeloupe;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Guatemala;;;53,3;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Guyana;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Haiti;;;93,4;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
1995;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Honduras;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
