year;year_range;indicator_id;friendly_name;type_data;selection_type;deprivation_type;country;city;region;value;description
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;China;;;37,3;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Mongolia;;;64,9;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Bangladesh;;;77,8;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;India;;;41,5;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Nepal;;;64,0;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Pakistan;;;48,7;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Cambodia;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Indonesia;;;34,4;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Lao People's Democratic Republic;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Myanmar;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Philippines;;;47,2;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Thailand;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Viet Nam;;;48,8;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Iraq;;;16,9;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Jordan;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Lebanon;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Saudi Arabia;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Syrian Arab Republic;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Turkey;;;17,9;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Yemen;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Argentina;;;32,9;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Belize;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Bolivia;;;54,3;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Brazil;;;31,5;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Chile;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Colombia;;;22,3;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Costa Rica;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Dominican Republic;;;21,0;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
2000;;slum_proportion_living_urban;"Slum proportion living in urban area""s";p;;;Ecuador;;; ;Table 6 Urban population, proportion of urban population living in slum area and urban slum population
